Customer_ID,Subscription_Length,Last_Activity,Support_Tickets_Raised,Satisfaction_Score
CUST001777,7,77,2,6.0
CUST001778,9,168,0,8.0
CUST001779,25,284,4,8.0
CUST001780,33,110,3,2.0
CUST001781,1,195,0,2.0
CUST001782,51,228,0,1.0
CUST001783,6,167,2,10.0
CUST001784,18,21,3,2.0
CUST001785,10,165,2,
CUST001786,28,130,2,3.0
CUST001787,11,262,1,4.0
CUST001788,33,52,3,4.0
CUST001789,1,261,3,4.0
CUST001790,13,175,1,2.0
CUST001791,37,299,1,6.0
CUST001792,20,96,2,1.0
CUST001793,1,357,3,5.0
CUST001794,52,40,2,2.0
CUST001795,3,209,2,9.0
CUST001796,18,142,1,2.0
CUST001797,41,258,4,6.0
CUST001798,14,167,1,4.0
CUST001799,31,191,0,6.0
CUST001800,27,319,3,2.0
CUST001801,17,119,0,2.0
CUST001802,55,146,2,
CUST001803,46,350,3,3.0
CUST001804,29,335,3,3.0
CUST001805,36,129,3,7.0
CUST001806,37,145,1,8.0
CUST001807,26,54,2,7.0
CUST001808,53,122,2,
CUST001809,17,124,0,3.0
CUST001810,22,167,0,7.0
CUST001811,25,322,2,3.0
CUST001812,2,143,2,2.0
CUST001813,55,22,3,
CUST001814,22,276,3,3.0
CUST001815,5,349,1,5.0
CUST001816,4,299,2,
CUST001817,36,277,1,2.0
CUST001818,6,304,1,8.0
CUST001819,52,322,0,2.0
CUST001820,21,115,3,4.0
CUST001821,13,272,2,4.0
CUST001822,54,168,2,8.0
CUST001823,37,277,0,1.0
CUST001824,55,357,3,9.0
CUST001825,25,264,2,6.0
CUST001826,26,250,3,4.0
CUST001827,55,255,2,6.0
CUST001828,39,342,5,6.0
CUST001829,20,58,3,9.0
CUST001830,33,5,0,4.0
CUST001831,14,111,3,8.0
CUST001832,56,286,2,1.0
CUST001833,36,351,4,6.0
CUST001834,17,265,2,5.0
CUST001835,21,249,4,3.0
CUST001836,46,95,4,4.0
CUST001837,16,351,2,8.0
CUST001838,46,297,2,10.0
CUST001839,16,307,3,2.0
CUST001840,56,185,2,8.0
CUST001841,20,229,2,7.0
CUST001842,29,317,3,1.0
CUST001843,28,262,3,
CUST001844,8,119,2,7.0
CUST001845,24,234,2,3.0
CUST001846,3,282,2,2.0
CUST001847,25,202,4,1.0
CUST001848,19,262,4,7.0
CUST001849,33,53,3,
CUST001850,2,317,2,6.0
CUST001851,15,161,4,10.0
CUST001852,22,244,2,8.0
CUST001853,10,94,2,6.0
CUST001854,18,40,6,7.0
CUST001855,22,280,1,6.0
CUST001856,46,92,0,7.0
CUST001857,49,301,1,5.0
CUST001858,27,38,1,9.0
CUST001859,13,243,2,3.0
CUST001860,33,364,0,6.0
CUST001861,5,136,5,
CUST001862,26,64,4,1.0
CUST001863,13,343,3,5.0
CUST001864,27,363,2,4.0
CUST001865,57,201,1,9.0
CUST001866,14,307,2,1.0
CUST001867,24,262,3,4.0
CUST001868,3,175,4,1.0
CUST001869,47,177,1,3.0
CUST001870,51,85,0,4.0
CUST001871,49,160,1,1.0
CUST001872,30,182,0,5.0
CUST001873,35,36,2,6.0
CUST001874,48,345,2,1.0
CUST001875,14,99,0,10.0
CUST001876,12,226,0,10.0
CUST001877,28,37,0,4.0
CUST001878,44,273,0,4.0
CUST001879,29,272,2,1.0
CUST001880,43,186,3,2.0
CUST001881,17,49,2,10.0
CUST001882,40,94,2,5.0
CUST001883,49,307,3,2.0
CUST001884,21,226,2,3.0
CUST001885,57,5,3,9.0
CUST001886,23,353,3,5.0
CUST001887,20,174,3,1.0
CUST001888,11,183,2,5.0
CUST001889,57,73,0,3.0
CUST001890,57,145,4,1.0
CUST001891,34,152,1,3.0
CUST001892,10,56,2,6.0
CUST001893,10,183,3,10.0
CUST001894,43,122,5,5.0
CUST001895,6,244,1,1.0
CUST001896,36,204,2,2.0
CUST001897,24,79,2,5.0
CUST001898,12,16,3,9.0
CUST001899,43,126,3,5.0
CUST001900,55,87,1,
CUST001901,23,278,4,
CUST001902,27,351,2,
CUST001903,58,43,3,
CUST001904,57,79,1,9.0
CUST001905,45,277,3,10.0
CUST001906,37,264,1,3.0
CUST001907,6,305,1,4.0
CUST001908,1,228,1,7.0
CUST001909,6,125,4,7.0
CUST001910,50,106,2,1.0
CUST001911,22,230,0,6.0
CUST001912,41,134,1,9.0
CUST001913,24,81,4,5.0
CUST001914,25,360,1,8.0
CUST001915,15,109,1,
CUST001916,26,175,3,9.0
CUST001917,8,164,0,10.0
CUST001918,51,125,1,10.0
CUST001919,24,348,1,
CUST001920,48,23,2,1.0
CUST001921,38,331,2,
CUST001922,6,62,1,5.0
CUST001923,54,212,2,10.0
CUST001924,35,252,1,7.0
CUST001925,42,96,2,6.0
CUST001926,1,209,2,
CUST001927,46,57,4,9.0
CUST001928,36,234,1,4.0
CUST001929,58,358,4,3.0
CUST001930,12,326,3,5.0
CUST001931,38,65,3,4.0
CUST001932,11,293,1,2.0
CUST001933,12,324,3,3.0
CUST001934,42,331,2,
CUST001935,50,17,2,
CUST001936,39,135,1,1.0
CUST001937,7,308,1,2.0
CUST001938,11,130,0,8.0
CUST001939,36,37,3,8.0
CUST001940,52,250,3,10.0
CUST001941,31,57,3,2.0
CUST001942,33,357,1,6.0
CUST001943,13,10,1,
CUST001944,18,81,1,1.0
CUST001945,41,90,6,
CUST001946,58,120,3,8.0
CUST001947,56,102,1,
CUST001948,24,27,4,8.0
CUST001949,9,261,1,3.0
CUST001950,31,61,1,8.0
CUST001951,55,136,2,3.0
CUST001952,41,97,0,6.0
CUST001953,10,149,2,4.0
CUST001954,2,227,0,7.0
CUST001955,38,277,1,8.0
CUST001956,15,307,3,10.0
CUST001957,3,335,3,6.0
CUST001958,43,228,2,10.0
CUST001959,31,315,1,4.0
CUST001960,6,249,0,8.0
CUST001961,3,258,2,7.0
CUST001962,56,314,1,10.0
CUST001963,11,220,2,
CUST001964,15,236,4,10.0
CUST001965,45,20,1,7.0
CUST001966,52,345,4,3.0
CUST001967,28,138,0,3.0
CUST001968,10,189,1,9.0
CUST001969,38,105,0,7.0
CUST001970,47,98,1,1.0
CUST001971,57,270,1,3.0
CUST001972,50,153,5,1.0
CUST001973,50,218,1,6.0
CUST001974,7,21,1,2.0
CUST001975,15,272,0,7.0
CUST001976,18,202,3,8.0
CUST001977,18,160,2,6.0
CUST001978,52,64,2,5.0
CUST001979,41,84,2,10.0
CUST001980,24,73,3,4.0
CUST001981,2,60,1,9.0
CUST001982,40,354,1,8.0
CUST001983,20,147,1,5.0
CUST001984,34,47,3,1.0
CUST001985,43,223,4,8.0
CUST001986,26,158,3,8.0
CUST001987,7,47,0,7.0
CUST001988,38,289,3,7.0
CUST001989,30,210,3,8.0
CUST001990,42,21,0,1.0
CUST001991,5,351,3,3.0
CUST001992,11,319,4,4.0
CUST001993,1,231,1,6.0
CUST001994,34,298,3,10.0
CUST001995,56,105,2,10.0
CUST001996,1,126,1,9.0
CUST001997,19,299,5,
CUST001998,2,68,1,6.0
CUST001999,21,26,0,9.0
CUST002000,20,161,2,9.0
CUST002001,23,108,1,6.0
CUST002002,21,289,4,5.0
CUST002003,24,305,1,3.0
CUST002004,4,84,1,5.0
CUST002005,12,41,2,3.0
CUST002006,22,200,1,5.0
CUST002007,20,36,3,10.0
CUST002008,18,351,5,10.0
CUST002009,1,234,1,1.0
CUST002010,30,242,2,6.0
CUST002011,33,339,3,7.0
CUST002012,24,20,3,2.0
CUST002013,14,343,3,3.0
CUST002014,36,152,2,
CUST002015,5,171,0,9.0
CUST002016,11,216,2,8.0
CUST002017,24,356,3,4.0
CUST002018,31,329,2,8.0
CUST002019,55,232,0,8.0
CUST002020,13,16,3,6.0
CUST002021,16,283,4,
CUST002022,24,301,1,2.0
CUST002023,13,165,4,4.0
CUST002024,24,269,0,4.0
CUST002025,54,179,3,2.0
CUST002026,26,258,3,9.0
CUST002027,2,76,3,2.0
CUST002028,16,105,3,
CUST002029,38,353,2,5.0
CUST002030,46,87,1,4.0
CUST002031,1,315,3,6.0
CUST002032,49,14,1,4.0
CUST002033,11,359,3,9.0
CUST002034,51,286,3,10.0
CUST002035,35,247,3,
CUST002036,43,241,2,3.0
CUST002037,29,354,3,10.0
CUST002038,37,9,1,4.0
CUST002039,17,24,2,1.0
CUST002040,58,112,1,6.0
CUST002041,54,297,4,2.0
CUST002042,39,217,3,4.0
CUST002043,42,228,4,5.0
CUST002044,28,32,4,8.0
CUST002045,29,277,4,
CUST002046,43,170,4,6.0
CUST002047,3,231,1,1.0
CUST002048,52,70,0,9.0
CUST002049,10,111,0,1.0
CUST002050,59,89,4,2.0
CUST002051,42,2,3,1.0
CUST002052,14,56,0,8.0
CUST002053,12,158,1,4.0
CUST002054,47,271,2,2.0
CUST002055,42,274,1,
CUST002056,30,32,1,8.0
CUST002057,32,270,6,9.0
CUST002058,32,190,1,5.0
CUST002059,42,210,2,3.0
CUST002060,32,308,0,1.0
CUST002061,26,22,1,8.0
CUST002062,51,14,1,
CUST002063,1,206,2,5.0
CUST002064,56,34,1,7.0
CUST002065,58,342,0,5.0
CUST002066,42,56,1,4.0
CUST002067,2,240,3,5.0
CUST002068,17,63,1,
CUST002069,30,80,1,6.0
CUST002070,56,40,3,10.0
CUST002071,39,294,3,10.0
CUST002072,7,279,1,9.0
CUST002073,52,256,0,10.0
CUST002074,27,110,4,2.0
CUST002075,9,48,2,7.0
CUST002076,22,232,1,1.0
CUST002077,34,82,3,8.0
CUST002078,46,174,1,4.0
CUST002079,49,113,1,8.0
CUST002080,1,278,4,8.0
CUST002081,9,310,4,4.0
CUST002082,20,40,1,4.0
CUST002083,53,30,2,5.0
CUST002084,19,255,4,7.0
CUST002085,36,240,2,6.0
CUST002086,40,183,2,1.0
CUST002087,45,184,1,6.0
CUST002088,4,42,2,3.0
CUST002089,9,127,1,9.0
CUST002090,41,82,3,3.0
CUST002091,22,233,4,
CUST002092,18,309,3,
CUST002093,12,192,1,10.0
CUST002094,42,1,0,8.0
CUST002095,43,362,1,
CUST002096,39,207,4,9.0
CUST002097,9,197,1,7.0
CUST002098,6,283,2,10.0
CUST002099,19,17,0,1.0
CUST002100,48,319,5,8.0
CUST002101,47,169,2,7.0
CUST002102,7,186,1,4.0
CUST002103,16,122,3,6.0
CUST002104,5,224,4,10.0
CUST002105,16,127,1,2.0
CUST002106,1,166,1,4.0
CUST002107,51,122,4,8.0
CUST002108,37,322,4,4.0
CUST002109,39,220,1,10.0
CUST002110,19,279,2,4.0
CUST002111,54,148,3,4.0
CUST002112,37,292,2,10.0
CUST002113,17,247,3,9.0
CUST002114,26,188,2,
CUST002115,22,11,8,7.0
CUST002116,8,284,2,3.0
CUST002117,33,45,1,4.0
CUST002118,2,124,1,1.0
CUST002119,30,247,0,3.0
CUST002120,47,337,0,2.0
CUST002121,20,159,2,10.0
CUST002122,18,267,1,
CUST002123,43,292,3,6.0
CUST002124,57,78,2,
CUST002125,10,291,1,8.0
CUST002126,24,151,1,9.0
CUST002127,56,285,2,1.0
CUST002128,4,151,4,5.0
CUST002129,37,124,2,7.0
CUST002130,4,228,2,2.0
CUST002131,13,272,1,6.0
CUST002132,25,359,1,8.0
CUST002133,13,340,1,8.0
CUST002134,18,217,1,
CUST002135,59,147,2,10.0
CUST002136,24,218,2,8.0
CUST002137,2,96,4,6.0
CUST002138,48,50,3,6.0
CUST002139,33,43,4,3.0
CUST002140,58,19,5,2.0
CUST002141,19,113,3,5.0
CUST002142,9,213,2,9.0
CUST002143,28,18,1,4.0
CUST002144,35,134,3,5.0
CUST002145,57,291,2,6.0
CUST002146,39,14,0,6.0
CUST002147,10,64,4,4.0
CUST002148,1,163,3,4.0
CUST002149,42,258,2,
CUST002150,21,6,0,5.0
CUST002151,9,355,1,5.0
CUST002152,47,121,6,9.0
CUST002153,15,153,1,4.0
CUST002154,35,329,3,7.0
CUST002155,57,178,2,5.0
CUST002156,5,63,4,9.0
CUST002157,41,258,0,8.0
CUST002158,58,65,2,8.0
CUST002159,22,357,3,10.0
CUST002160,41,187,1,
CUST002161,23,227,0,3.0
CUST002162,7,199,1,9.0
CUST002163,56,294,4,
CUST002164,23,251,2,3.0
CUST002165,44,318,1,10.0
CUST002166,25,193,1,1.0
CUST002167,27,119,2,5.0
CUST002168,41,179,1,4.0
CUST002169,6,52,3,8.0
CUST002170,55,110,4,6.0
CUST002171,34,224,2,10.0
CUST002172,9,330,2,5.0
CUST002173,49,98,4,9.0
CUST002174,33,319,1,6.0
CUST002175,51,48,1,3.0
CUST002176,6,101,2,6.0
CUST002177,37,240,1,4.0
CUST002178,31,74,1,5.0
CUST002179,34,38,3,
CUST002180,41,216,5,9.0
CUST002181,29,136,3,3.0
CUST002182,58,6,1,1.0
CUST002183,14,247,2,2.0
CUST002184,36,324,6,8.0
CUST002185,36,197,1,4.0
CUST002186,53,111,2,7.0
CUST002187,15,288,4,2.0
CUST002188,8,38,3,10.0
CUST002189,26,115,2,8.0
CUST002190,36,185,0,10.0
CUST002191,48,212,5,9.0
CUST002192,21,255,0,7.0
CUST002193,28,320,1,10.0
CUST002194,4,310,2,1.0
CUST002195,16,113,2,2.0
CUST002196,22,270,4,9.0
CUST002197,12,320,3,10.0
CUST002198,16,175,2,7.0
CUST002199,51,310,2,3.0
CUST002200,40,19,1,5.0
CUST002201,38,203,1,1.0
CUST002202,42,126,1,10.0
CUST002203,37,254,6,3.0
CUST002204,29,316,0,
CUST002205,18,255,3,4.0
CUST002206,10,288,4,7.0
CUST002207,42,292,3,
CUST002208,39,152,3,9.0
CUST002209,18,199,0,7.0
CUST002210,1,199,0,2.0
CUST002211,39,302,2,
CUST002212,21,175,2,
CUST002213,1,270,0,7.0
CUST002214,15,180,1,5.0
CUST002215,4,218,0,10.0
CUST002216,20,118,6,6.0
CUST002217,10,306,2,4.0
CUST002218,23,321,5,5.0
CUST002219,41,333,4,5.0
CUST002220,34,320,1,7.0
CUST002221,46,23,4,
CUST002222,48,125,4,
CUST002223,33,84,2,4.0
CUST002224,34,199,1,4.0
CUST002225,39,326,2,8.0
CUST002226,10,187,2,5.0
CUST002227,54,329,2,9.0
CUST002228,20,92,4,5.0
CUST002229,1,330,0,8.0
CUST002230,13,182,1,3.0
CUST002231,1,227,1,7.0
CUST002232,5,199,2,
CUST002233,16,235,3,5.0
CUST002234,15,44,0,2.0
CUST002235,49,76,1,8.0
CUST002236,28,141,1,6.0
CUST002237,31,182,0,5.0
CUST002238,23,119,1,3.0
CUST002239,48,40,2,1.0
CUST002240,45,260,1,10.0
CUST002241,43,244,2,10.0
CUST002242,17,129,3,10.0
CUST002243,49,6,3,10.0
CUST002244,34,311,2,8.0
CUST002245,13,66,2,5.0
CUST002246,14,219,0,9.0
CUST002247,11,146,1,7.0
CUST002248,28,234,1,1.0
CUST002249,42,29,2,1.0
CUST002250,32,309,6,7.0
CUST002251,35,161,1,7.0
CUST002252,59,131,1,
CUST002253,31,148,3,2.0
CUST002254,17,82,4,7.0
CUST002255,47,361,1,2.0
CUST002256,9,342,2,10.0
CUST002257,10,83,2,10.0
CUST002258,8,73,1,2.0
CUST002259,21,355,1,5.0
CUST002260,13,214,0,9.0
CUST002261,59,26,1,
CUST002262,50,290,2,10.0
CUST002263,5,71,3,1.0
CUST002264,6,350,2,7.0
CUST002265,30,177,5,10.0
CUST002266,31,89,1,10.0
CUST002267,17,177,1,3.0
CUST002268,11,27,1,
CUST002269,20,289,3,
CUST002270,48,328,2,1.0
CUST002271,9,305,0,2.0
CUST002272,2,63,2,6.0
CUST002273,37,19,2,10.0
CUST002274,1,278,1,2.0
CUST002275,4,346,0,2.0
CUST002276,36,67,1,4.0
CUST002277,54,238,3,3.0
CUST002278,58,137,1,
CUST002279,25,163,5,8.0
CUST002280,3,327,2,6.0
CUST002281,9,335,3,4.0
CUST002282,22,293,2,7.0
CUST002283,23,28,0,9.0
CUST002284,12,256,1,
CUST002285,10,291,1,6.0
CUST002286,34,112,3,7.0
CUST002287,43,240,4,1.0
CUST002288,10,243,2,6.0
CUST002289,30,153,3,8.0
CUST002290,22,265,0,7.0
CUST002291,6,52,0,
CUST002292,50,265,1,2.0
CUST002293,2,54,2,4.0
CUST002294,30,133,2,
CUST002295,2,191,2,5.0
CUST002296,32,124,2,2.0
CUST002297,42,218,0,7.0
CUST002298,16,322,2,8.0
CUST002299,12,301,1,2.0
CUST002300,1,71,0,4.0
CUST002301,53,214,1,3.0
CUST002302,8,362,1,4.0
CUST002303,48,33,0,5.0
CUST002304,50,336,2,6.0
CUST002305,13,171,2,
CUST002306,15,344,2,10.0
CUST002307,53,350,2,6.0
CUST002308,44,301,0,9.0
CUST002309,8,291,3,8.0
CUST002310,10,237,0,1.0
CUST002311,46,337,2,9.0
CUST002312,5,102,0,
CUST002313,50,10,4,
CUST002314,19,41,0,
CUST002315,47,126,5,6.0
CUST002316,38,273,4,1.0
CUST002317,59,327,0,6.0
CUST002318,11,11,0,2.0
CUST002319,53,319,2,7.0
CUST002320,43,195,3,7.0
CUST002321,20,20,1,4.0
CUST002322,20,273,1,2.0
CUST002323,21,235,2,7.0
CUST002324,18,227,4,1.0
CUST002325,57,227,1,
CUST002326,50,354,1,2.0
CUST002327,10,341,0,1.0
CUST002328,34,272,1,
CUST002329,26,279,0,6.0
CUST002330,30,124,1,3.0
CUST002331,9,195,2,6.0
CUST002332,46,71,3,7.0
CUST002333,51,232,1,
CUST002334,31,173,4,4.0
CUST002335,42,203,3,10.0
CUST002336,55,33,2,
CUST002337,4,211,1,6.0
CUST002338,6,301,3,6.0
CUST002339,14,182,3,9.0
CUST002340,4,241,2,
CUST002341,26,51,1,5.0
CUST002342,47,343,2,5.0
CUST002343,48,29,2,7.0
CUST002344,39,6,4,5.0
CUST002345,17,133,1,10.0
CUST002346,19,96,0,4.0
CUST002347,51,346,7,
CUST002348,49,82,1,
CUST002349,6,277,2,8.0
CUST002350,29,315,1,5.0
CUST002351,11,217,7,
CUST002352,16,280,1,9.0
CUST002353,30,131,4,
CUST002354,25,86,0,3.0
CUST002355,40,328,1,8.0
CUST002356,11,313,3,4.0
CUST002357,7,93,5,9.0
CUST002358,26,71,3,10.0
CUST002359,56,326,1,
CUST002360,22,326,1,10.0
CUST002361,25,332,3,10.0
CUST002362,19,191,1,9.0
CUST002363,31,214,3,10.0
CUST002364,26,47,2,9.0
CUST002365,42,218,0,1.0
CUST002366,41,89,0,6.0
CUST002367,36,275,2,10.0
CUST002368,23,227,3,6.0
CUST002369,47,217,1,8.0
CUST002370,13,240,2,7.0
CUST002371,25,301,1,7.0
CUST002372,2,341,1,2.0
CUST002373,2,170,1,4.0
CUST002374,16,232,3,1.0
CUST002375,9,108,1,7.0
CUST002376,28,328,4,4.0
CUST002377,13,233,3,9.0
CUST002378,35,170,4,6.0
CUST002379,41,135,2,6.0
CUST002380,13,131,1,9.0
CUST002381,31,37,1,8.0
CUST002382,21,259,2,6.0
CUST002383,32,124,2,6.0
CUST002384,54,263,2,6.0
CUST002385,34,353,4,4.0
CUST002386,8,217,1,5.0
CUST002387,59,170,2,3.0
CUST002388,41,98,1,9.0
CUST002389,48,358,1,2.0
CUST002390,2,186,3,7.0
CUST002391,38,213,1,1.0
CUST002392,32,358,4,10.0
CUST002393,54,312,2,
CUST002394,40,232,0,
CUST002395,58,167,5,5.0
CUST002396,28,306,3,1.0
CUST002397,37,161,2,5.0
CUST002398,41,284,0,4.0
CUST002399,1,184,0,1.0
CUST002400,41,25,4,1.0
CUST002401,10,142,1,7.0
CUST002402,55,183,1,3.0
CUST002403,4,84,1,10.0
CUST002404,35,231,4,9.0
CUST002405,10,223,1,
CUST002406,47,158,6,10.0
CUST002407,11,318,3,9.0
CUST002408,14,185,0,1.0
CUST002409,38,183,1,4.0
CUST002410,12,85,3,1.0
CUST002411,45,65,2,1.0
CUST002412,17,52,2,
CUST002413,16,3,2,
CUST002414,35,77,1,1.0
CUST002415,2,135,1,3.0
CUST002416,11,326,2,7.0
CUST002417,41,70,1,2.0
CUST002418,3,162,2,4.0
CUST002419,29,96,2,2.0
CUST002420,18,16,2,9.0
CUST002421,20,230,2,9.0
CUST002422,47,267,3,7.0
CUST002423,14,306,1,7.0
CUST002424,34,343,6,2.0
CUST002425,49,6,2,10.0
CUST002426,54,110,1,8.0
CUST002427,31,143,0,1.0
CUST002428,58,155,2,8.0
CUST002429,40,207,1,5.0
CUST002430,42,166,1,4.0
CUST002431,58,260,1,10.0
CUST002432,18,173,1,2.0
CUST002433,30,121,2,3.0
CUST002434,25,140,0,10.0
CUST002435,19,168,1,2.0
CUST002436,8,84,3,4.0
CUST002437,28,194,1,3.0
CUST002438,8,276,2,5.0
CUST002439,31,268,1,7.0
CUST002440,3,38,0,
CUST002441,3,303,3,5.0
CUST002442,44,338,1,8.0
CUST002443,22,242,7,2.0
CUST002444,17,330,3,6.0
CUST002445,36,199,0,8.0
CUST002446,17,298,3,9.0
CUST002447,14,5,3,4.0
CUST002448,51,355,3,4.0
CUST002449,9,103,0,7.0
CUST002450,30,138,0,4.0
CUST002451,21,293,1,5.0
CUST002452,12,66,2,2.0
CUST002453,37,67,1,
CUST002454,32,270,7,10.0
CUST002455,11,47,1,5.0
CUST002456,20,180,0,
CUST002457,35,68,2,10.0
CUST002458,53,115,3,2.0
CUST002459,47,26,3,6.0
CUST002460,46,47,2,6.0
CUST002461,11,207,2,8.0
CUST002462,52,73,1,1.0
CUST002463,8,259,1,7.0
CUST002464,4,30,2,7.0
CUST002465,27,3,1,9.0
CUST002466,44,9,1,4.0
CUST002467,40,8,3,7.0
CUST002468,38,9,2,6.0
CUST002469,47,152,2,4.0
CUST002470,30,142,1,
CUST002471,44,336,2,8.0
CUST002472,48,274,3,3.0
CUST002473,48,27,1,8.0
CUST002474,27,348,3,5.0
CUST002475,21,71,3,4.0
CUST002476,52,219,2,3.0
CUST002477,20,290,3,10.0
CUST002478,4,256,6,7.0
CUST002479,11,103,3,7.0
CUST002480,13,147,1,6.0
CUST002481,9,158,2,3.0
CUST002482,4,348,2,9.0
CUST002483,12,140,2,2.0
CUST002484,9,143,3,3.0
CUST002485,13,109,2,1.0
CUST002486,48,359,5,7.0
CUST002487,26,320,2,2.0
CUST002488,38,64,0,10.0
CUST002489,42,271,0,8.0
CUST002490,13,186,1,9.0
CUST002491,39,356,3,2.0
CUST002492,28,323,1,6.0
CUST002493,58,1,1,1.0
CUST002494,19,7,2,8.0
CUST002495,24,1,1,
CUST002496,19,261,2,9.0
CUST002497,49,47,3,3.0
CUST002498,13,356,5,2.0
CUST002499,13,266,3,7.0
CUST002500,58,2,1,7.0
CUST002501,28,23,3,10.0
CUST002502,53,359,0,5.0
CUST002503,2,303,5,7.0
CUST002504,10,84,3,6.0
CUST002505,22,204,1,9.0
CUST002506,13,227,3,3.0
CUST002507,58,252,0,4.0
CUST002508,9,305,4,9.0
CUST002509,33,151,2,10.0
CUST002510,14,247,0,8.0
CUST002511,48,306,0,10.0
CUST002512,20,17,1,6.0
CUST002513,15,304,1,3.0
CUST002514,32,2,1,
CUST002515,33,197,0,9.0
CUST002516,17,341,2,6.0
CUST002517,24,269,3,2.0
CUST002518,30,61,2,7.0
CUST002519,13,267,1,9.0
CUST002520,59,97,3,9.0
CUST002521,47,283,1,3.0
CUST002522,48,247,5,2.0
CUST002523,16,35,2,5.0
CUST002524,2,274,2,10.0
CUST002525,17,68,4,
CUST002526,32,189,1,3.0
CUST002527,43,41,0,4.0
CUST002528,8,96,3,10.0
CUST002529,52,171,1,2.0
CUST002530,3,67,1,10.0
CUST002531,12,308,4,2.0
CUST002532,20,119,2,7.0
CUST002533,16,341,1,2.0
CUST002534,14,171,3,1.0
CUST002535,16,186,1,4.0
CUST002536,59,70,3,6.0
CUST002537,53,245,4,10.0
CUST002538,49,159,4,10.0
CUST002539,43,284,1,4.0
CUST002540,49,107,4,1.0
CUST002541,51,36,0,1.0
CUST002542,54,348,0,9.0
CUST002543,33,195,0,1.0
CUST002544,30,268,1,7.0
CUST002545,59,76,4,7.0
CUST002546,12,280,1,1.0
CUST002547,15,321,2,1.0
CUST002548,18,348,1,6.0
CUST002549,28,80,5,8.0
CUST002550,23,98,1,7.0
CUST002551,14,282,1,6.0
CUST002552,30,118,2,
CUST002553,33,223,2,3.0
CUST002554,45,252,2,7.0
CUST002555,15,80,2,6.0
CUST002556,7,314,1,8.0
CUST002557,15,170,2,4.0
CUST002558,52,157,4,9.0
CUST002559,42,334,4,1.0
CUST002560,46,328,4,7.0
CUST002561,38,2,4,9.0
CUST002562,46,203,1,10.0
CUST002563,56,258,6,1.0
CUST002564,57,251,4,10.0
CUST002565,54,146,2,3.0
CUST002566,44,325,1,
CUST002567,11,275,1,9.0
CUST002568,29,19,2,1.0
CUST002569,31,252,4,6.0
CUST002570,25,284,2,2.0
CUST002571,52,331,1,5.0
CUST002572,54,50,4,
CUST002573,24,311,1,7.0
CUST002574,57,137,3,10.0
CUST002575,19,226,6,7.0
CUST002576,2,221,0,
CUST002577,22,113,3,6.0
CUST002578,20,149,3,10.0
CUST002579,33,48,2,6.0
CUST002580,8,58,0,7.0
CUST002581,25,197,4,9.0
CUST002582,46,225,6,
CUST002583,9,137,3,10.0
CUST002584,34,195,3,1.0
CUST002585,57,206,1,8.0
CUST002586,23,18,1,2.0
CUST002587,5,268,2,3.0
CUST002588,55,215,2,5.0
CUST002589,25,206,2,6.0
CUST002590,8,124,2,7.0
CUST002591,16,16,2,
CUST002592,54,165,4,3.0
CUST002593,48,148,2,9.0
CUST002594,45,276,0,4.0
CUST002595,52,233,2,9.0
CUST002596,15,25,2,9.0
CUST002597,1,268,3,3.0
CUST002598,22,295,2,3.0
CUST002599,3,71,3,
CUST002600,38,200,2,1.0
CUST002601,54,47,4,6.0
CUST002602,14,25,1,6.0
CUST002603,36,213,1,9.0
CUST002604,18,33,1,2.0
CUST002605,47,214,1,8.0
CUST002606,41,211,2,7.0
CUST002607,18,29,3,2.0
CUST002608,3,259,7,1.0
CUST002609,10,39,3,4.0
CUST002610,49,260,2,2.0
CUST002611,39,165,2,3.0
CUST002612,47,95,2,2.0
CUST002613,1,220,1,9.0
CUST002614,27,268,1,4.0
CUST002615,57,118,3,1.0
CUST002616,27,66,3,8.0
CUST002617,11,193,3,4.0
CUST002618,49,320,2,10.0
CUST002619,5,35,4,8.0
CUST002620,7,175,2,8.0
CUST002621,19,112,2,9.0
CUST002622,57,308,2,10.0
CUST002623,56,290,1,
CUST002624,29,340,2,4.0
CUST002625,15,80,0,2.0
CUST002626,35,111,3,6.0
CUST002627,47,92,3,
CUST002628,37,186,3,6.0
CUST002629,55,41,3,
CUST002630,12,87,1,3.0
CUST002631,30,224,1,1.0
CUST002632,20,51,2,5.0
CUST002633,37,126,2,3.0
CUST002634,3,146,0,6.0
CUST002635,9,41,0,3.0
CUST002636,58,355,0,1.0
CUST002637,41,363,2,9.0
CUST002638,39,24,1,5.0
CUST002639,26,303,3,2.0
CUST002640,2,284,1,2.0
CUST002641,23,36,2,9.0
CUST002642,23,277,3,1.0
CUST002643,59,184,1,10.0
CUST002644,21,325,4,3.0
CUST002645,16,154,1,10.0
CUST002646,9,182,2,7.0
CUST002647,13,300,1,1.0
CUST002648,28,154,4,2.0
CUST002649,27,150,4,6.0
CUST002650,51,2,0,9.0
CUST002651,52,297,3,9.0
CUST002652,17,54,1,8.0
CUST002653,38,246,2,3.0
CUST002654,36,46,0,
CUST002655,1,75,2,1.0
CUST002656,18,149,3,9.0
CUST002657,51,3,0,5.0
CUST002658,9,9,4,
CUST002659,13,2,0,10.0
CUST002660,40,238,6,10.0
CUST002661,55,28,4,5.0
CUST002662,45,290,7,
CUST002663,15,181,0,
CUST002664,43,315,2,1.0
CUST002665,44,266,0,1.0
CUST002666,46,83,1,3.0
