Customer_ID,Payment_Method,Monthly_Spend,Discount_Offered
CUST001420,Credit Card,44.28,5.1
CUST001421,Credit Card,62.82,7.0
CUST001422,Debit Card,57.06,13.68
CUST001423,PayPal,44.78,12.41
CUST001424,Debit Card,31.07,10.46
CUST001425,PayPal,46.43,18.85
CUST001426,PayPal,52.75,9.99
CUST001427,Credit Card,41.17,13.06
CUST001428,Credit Card,53.19,13.53
CUST001429,Credit Card,62.6,12.91
CUST001430,Credit Card,34.06,12.16
CUST001431,Credit Card,35.49,10.06
CUST001432,PayPal,52.75,18.63
CUST001433,Credit Card,40.11,11.76
CUST001434,Credit Card,59.53,12.93
CUST001435,Debit Card,53.02,14.85
CUST001436,Debit Card,46.64,6.01
CUST001437,PayPal,53.75,16.72
CUST001438,PayPal,46.9,12.69
CUST001439,Debit Card,59.84,14.86
CUST001440,Debit Card,50.1,16.58
CUST001441,Credit Card,52.18,18.11
CUST001442,Credit Card,51.89,10.88
CUST001443,PayPal,42.83,17.17
CUST001444,Debit Card,30.37,8.88
CUST001445,PayPal,48.57,14.91
CUST001446,Credit Card,38.63,6.54
CUST001447,PayPal,29.67,5.3
CUST001448,PayPal,62.0,6.44
CUST001449,PayPal,51.33,9.79
CUST001450,Credit Card,41.91,5.47
CUST001451,PayPal,51.28,14.46
CUST001452,Credit Card,36.94,9.75
CUST001453,Debit Card,53.34,16.05
CUST001454,PayPal,49.16,5.69
CUST001455,PayPal,34.55,8.25
CUST001456,Credit Card,49.82,11.12
CUST001457,PayPal,62.82,10.74
CUST001458,Credit Card,38.24,6.96
CUST001459,PayPal,46.45,19.91
CUST001460,Debit Card,27.46,9.27
CUST001461,Debit Card,47.49,15.82
CUST001462,Debit Card,30.11,8.3
CUST001463,PayPal,44.18,18.17
CUST001464,PayPal,50.03,10.82
CUST001465,Debit Card,49.28,18.51
CUST001466,Debit Card,36.17,10.13
CUST001467,Credit Card,42.22,5.13
CUST001468,Credit Card,30.98,12.76
CUST001469,Debit Card,56.84,12.87
CUST001470,Debit Card,35.08,6.8
CUST001471,PayPal,34.34,8.52
CUST001472,Debit Card,56.31,16.75
CUST001473,Credit Card,55.51,5.55
CUST001474,Credit Card,45.51,12.34
CUST001475,Credit Card,48.6,12.96
CUST001476,Credit Card,56.62,15.33
CUST001477,Credit Card,45.96,5.56
CUST001478,Credit Card,36.42,13.78
CUST001479,Debit Card,44.87,5.05
CUST001480,Credit Card,49.94,8.98
CUST001481,Credit Card,50.65,12.5
CUST001482,Credit Card,54.58,18.67
CUST001483,Credit Card,53.4,6.9
CUST001484,Debit Card,50.31,7.54
CUST001485,PayPal,40.8,15.04
CUST001486,PayPal,48.46,10.62
CUST001487,PayPal,49.05,14.35
CUST001488,PayPal,44.84,19.96
CUST001489,Credit Card,50.7,19.8
CUST001490,PayPal,33.61,10.31
CUST001491,PayPal,49.78,12.56
CUST001492,Debit Card,55.69,18.57
CUST001493,Debit Card,52.11,6.38
CUST001494,Debit Card,52.16,11.78
CUST001495,Credit Card,60.2,10.66
CUST001496,Credit Card,50.69,9.42
CUST001497,Credit Card,43.07,19.91
CUST001498,Debit Card,51.66,16.0
CUST001499,PayPal,52.79,10.83
CUST001500,Debit Card,55.71,17.44
CUST001501,Credit Card,49.14,12.34
CUST001502,Debit Card,66.02,18.09
CUST001503,PayPal,33.22,9.0
CUST001504,Credit Card,41.95,8.35
CUST001505,PayPal,40.53,8.71
CUST001506,PayPal,56.04,13.08
CUST001507,Credit Card,46.86,9.37
CUST001508,PayPal,35.34,7.21
CUST001509,Debit Card,49.79,19.92
CUST001510,PayPal,41.09,18.51
CUST001511,PayPal,51.43,14.53
CUST001512,PayPal,46.11,18.37
CUST001513,Debit Card,69.37,19.03
CUST001514,PayPal,44.46,15.14
CUST001515,PayPal,41.69,12.78
CUST001516,Debit Card,63.69,18.23
CUST001517,Credit Card,42.04,13.52
CUST001518,Credit Card,31.58,6.9
CUST001519,Credit Card,43.79,10.5
CUST001520,PayPal,37.38,11.69
CUST001521,Credit Card,47.31,19.03
CUST001522,Debit Card,60.5,14.89
CUST001523,PayPal,47.52,18.13
CUST001524,PayPal,40.29,16.36
CUST001525,PayPal,41.95,9.65
CUST001526,Credit Card,45.52,15.78
CUST001527,Credit Card,53.95,7.93
CUST001528,Credit Card,40.56,11.12
CUST001529,PayPal,61.82,17.09
CUST001530,Debit Card,30.93,14.18
CUST001531,PayPal,36.54,17.38
CUST001532,Debit Card,44.9,8.82
CUST001533,PayPal,41.86,16.25
CUST001534,Debit Card,31.48,8.03
CUST001535,PayPal,63.14,13.18
CUST001536,PayPal,37.01,11.5
CUST001537,Debit Card,36.68,13.35
CUST001538,Debit Card,47.46,7.03
CUST001539,Debit Card,46.32,10.42
CUST001540,Debit Card,58.14,15.0
CUST001541,Debit Card,63.29,13.38
CUST001542,Debit Card,50.06,13.23
CUST001543,Debit Card,51.78,12.66
CUST001544,Debit Card,52.61,19.16
CUST001545,PayPal,52.39,19.02
CUST001546,Debit Card,44.58,10.4
CUST001547,Debit Card,38.57,10.28
CUST001548,PayPal,37.52,13.32
CUST001549,PayPal,28.24,6.43
CUST001550,Credit Card,55.68,9.55
CUST001551,Credit Card,58.55,8.46
CUST001552,Debit Card,50.79,8.35
CUST001553,Debit Card,62.38,14.58
CUST001554,Credit Card,51.43,10.77
CUST001555,Credit Card,53.15,7.57
CUST001556,Debit Card,47.56,18.31
CUST001557,Credit Card,56.32,18.11
CUST001558,Debit Card,55.61,17.94
CUST001559,PayPal,59.91,10.86
CUST001560,PayPal,43.69,5.85
CUST001561,Credit Card,50.19,6.6
CUST001562,PayPal,32.39,9.14
CUST001563,PayPal,32.9,8.3
CUST001564,PayPal,45.76,18.11
CUST001565,PayPal,43.28,19.8
CUST001566,Debit Card,58.96,17.25
CUST001567,Debit Card,52.77,15.95
CUST001568,Credit Card,44.74,13.83
CUST001569,PayPal,61.24,16.55
CUST001570,PayPal,58.98,19.21
CUST001571,PayPal,30.16,14.02
CUST001572,Credit Card,42.28,7.32
CUST001573,Debit Card,63.56,7.46
CUST001574,PayPal,48.11,13.76
CUST001575,Debit Card,50.15,10.0
CUST001576,Credit Card,50.64,18.65
CUST001577,Debit Card,33.18,14.17
CUST001578,PayPal,51.11,15.15
CUST001579,Debit Card,51.6,5.09
CUST001580,Debit Card,45.77,12.48
CUST001581,Credit Card,44.92,11.47
CUST001582,Credit Card,28.07,15.59
CUST001583,Credit Card,55.52,10.74
CUST001584,Credit Card,62.45,19.65
CUST001585,Debit Card,40.49,15.05
CUST001586,Debit Card,35.28,14.9
CUST001587,Credit Card,63.84,18.79
CUST001588,Credit Card,61.43,19.93
CUST001589,PayPal,36.52,7.97
CUST001590,PayPal,48.53,17.16
CUST001591,Credit Card,43.64,7.43
CUST001592,Debit Card,51.38,11.86
CUST001593,Credit Card,63.14,6.5
CUST001594,Debit Card,33.29,14.35
CUST001595,Debit Card,45.63,12.03
CUST001596,PayPal,51.36,14.43
CUST001597,Credit Card,65.14,15.17
CUST001598,Credit Card,39.41,14.29
CUST001599,Debit Card,33.42,9.41
CUST001600,Credit Card,66.3,17.55
CUST001601,PayPal,43.72,13.28
CUST001602,PayPal,42.62,12.35
CUST001603,Credit Card,48.71,19.81
CUST001604,Credit Card,50.45,9.25
CUST001605,PayPal,47.81,12.92
CUST001606,Credit Card,58.18,15.23
CUST001607,Debit Card,54.04,6.88
CUST001608,Credit Card,59.27,10.31
CUST001609,Debit Card,33.61,17.03
CUST001610,Credit Card,51.22,8.55
CUST001611,Credit Card,41.98,12.4
CUST001612,PayPal,63.22,14.46
CUST001613,Debit Card,48.34,15.07
CUST001614,PayPal,61.57,15.92
CUST001615,Credit Card,49.77,17.99
CUST001616,PayPal,33.27,10.89
CUST001617,Credit Card,59.78,15.6
CUST001618,Credit Card,43.87,15.98
CUST001619,Credit Card,47.56,9.5
CUST001620,Debit Card,70.0,19.52
CUST001621,Debit Card,43.0,17.98
CUST001622,Debit Card,51.52,9.35
CUST001623,PayPal,51.71,15.13
CUST001624,Credit Card,58.16,15.77
CUST001625,PayPal,39.87,11.47
CUST001626,PayPal,62.81,17.96
CUST001627,Credit Card,55.22,15.35
CUST001628,PayPal,51.23,14.87
CUST001629,Credit Card,48.93,8.31
CUST001630,Credit Card,37.26,11.12
CUST001631,Credit Card,36.35,11.51
CUST001632,Credit Card,56.14,16.0
CUST001633,PayPal,44.76,14.28
CUST001634,PayPal,40.35,6.29
CUST001635,PayPal,46.02,9.62
CUST001636,Debit Card,44.5,12.1
CUST001637,PayPal,61.77,16.05
CUST001638,PayPal,52.28,16.15
CUST001639,Debit Card,61.4,12.36
CUST001640,Credit Card,49.65,6.75
CUST001641,Credit Card,55.23,9.39
CUST001642,Credit Card,41.21,8.82
CUST001643,Debit Card,53.78,16.72
CUST001644,PayPal,37.25,7.7
CUST001645,PayPal,45.17,11.97
CUST001646,PayPal,44.15,15.06
CUST001647,PayPal,57.52,19.47
CUST001648,Debit Card,54.55,19.99
CUST001649,PayPal,50.57,19.29
CUST001650,Credit Card,50.11,15.77
CUST001651,Debit Card,38.41,16.2
CUST001652,Debit Card,58.66,16.39
CUST001653,Credit Card,33.86,17.94
CUST001654,Credit Card,44.28,19.28
CUST001655,PayPal,42.41,11.69
CUST001656,Credit Card,54.18,11.25
CUST001657,Debit Card,48.68,11.91
CUST001658,Debit Card,50.16,14.9
CUST001659,Debit Card,53.56,16.63
CUST001660,PayPal,51.08,18.06
CUST001661,PayPal,44.97,11.84
CUST001662,Credit Card,39.81,10.45
CUST001663,PayPal,49.89,19.75
CUST001664,PayPal,44.61,8.48
CUST001665,Debit Card,33.54,8.33
CUST001666,Debit Card,42.76,15.73
CUST001667,Credit Card,38.09,7.69
CUST001668,Debit Card,31.03,10.99
CUST001669,PayPal,41.53,9.39
CUST001670,Credit Card,50.52,7.53
CUST001671,Credit Card,54.61,13.7
CUST001672,Debit Card,44.94,10.6
CUST001673,Debit Card,63.08,11.93
CUST001674,Debit Card,32.49,7.94
CUST001675,Credit Card,60.31,16.52
CUST001676,Debit Card,39.57,9.72
CUST001677,PayPal,45.21,10.14
CUST001678,Credit Card,45.49,8.78
CUST001679,Debit Card,52.02,11.52
CUST001680,PayPal,28.94,11.95
CUST001681,PayPal,28.07,12.95
CUST001682,Debit Card,45.23,19.51
CUST001683,PayPal,48.76,18.57
CUST001684,Credit Card,44.33,14.14
CUST001685,Credit Card,55.82,5.58
CUST001686,PayPal,62.99,14.18
CUST001687,Credit Card,41.35,6.35
CUST001688,Debit Card,48.1,15.66
CUST001689,PayPal,59.48,10.85
CUST001690,Credit Card,51.15,17.57
CUST001691,Debit Card,58.32,19.14
CUST001692,Debit Card,30.9,11.26
CUST001693,Credit Card,34.41,11.91
CUST001694,PayPal,64.12,13.85
CUST001695,Debit Card,41.74,7.96
CUST001696,Debit Card,41.91,18.91
CUST001697,Debit Card,42.86,11.49
CUST001698,Debit Card,42.6,7.5
CUST001699,PayPal,55.93,16.44
CUST001700,Credit Card,29.07,8.29
CUST001701,Credit Card,49.56,7.15
CUST001702,Credit Card,46.7,13.44
CUST001703,Debit Card,33.27,15.07
CUST001704,PayPal,41.98,13.54
CUST001705,Credit Card,54.34,14.85
CUST001706,PayPal,35.8,6.73
CUST001707,Credit Card,39.96,12.14
CUST001708,Debit Card,50.7,10.36
CUST001709,Credit Card,55.81,19.6
CUST001710,Debit Card,60.08,5.74
CUST001711,Debit Card,40.49,9.47
CUST001712,Credit Card,58.23,19.13
CUST001713,PayPal,57.56,19.75
CUST001714,Debit Card,63.09,17.37
CUST001715,PayPal,61.1,6.14
CUST001716,Credit Card,40.14,13.42
CUST001717,Debit Card,38.38,11.0
CUST001718,PayPal,56.68,17.1
CUST001719,Debit Card,46.69,5.83
CUST001720,Credit Card,50.22,7.96
CUST001721,Debit Card,56.51,12.34
CUST001722,Credit Card,40.69,7.36
CUST001723,PayPal,28.77,15.39
CUST001724,Debit Card,53.34,17.31
CUST001725,PayPal,33.89,15.57
CUST001726,Credit Card,40.25,11.6
CUST001727,Credit Card,56.53,18.18
CUST001728,PayPal,45.3,7.07
CUST001729,PayPal,57.96,8.91
CUST001730,Credit Card,52.06,12.34
CUST001731,PayPal,43.39,5.92
CUST001732,Credit Card,40.13,6.44
CUST001733,PayPal,38.17,10.96
CUST001734,Credit Card,61.0,19.16
CUST001735,Credit Card,36.92,18.63
CUST001736,Debit Card,34.13,11.99
CUST001737,Credit Card,50.1,7.13
CUST001738,Credit Card,31.07,7.67
CUST001739,Debit Card,43.09,10.66
CUST001740,Debit Card,47.17,8.15
CUST001741,PayPal,52.5,6.24
CUST001742,PayPal,58.28,15.11
CUST001743,Credit Card,31.76,13.72
CUST001744,PayPal,44.27,9.37
CUST001745,PayPal,57.81,16.68
CUST001746,Credit Card,42.24,16.64
CUST001747,Debit Card,47.16,12.37
CUST001748,Debit Card,37.6,6.45
CUST001749,Credit Card,38.77,18.78
CUST001750,Credit Card,31.11,15.03
CUST001751,Credit Card,38.27,8.71
CUST001752,Credit Card,48.73,14.16
CUST001753,Credit Card,50.08,11.08
CUST001754,Credit Card,36.5,14.53
CUST001755,PayPal,52.68,12.11
CUST001756,PayPal,35.62,12.28
CUST001757,PayPal,36.55,16.04
CUST001758,Debit Card,54.05,14.21
CUST001759,Credit Card,46.33,6.2
CUST001760,Credit Card,55.32,5.98
CUST001761,PayPal,31.47,9.58
CUST001762,Debit Card,28.72,11.45
CUST001763,PayPal,41.6,9.13
CUST001764,Credit Card,51.94,14.77
CUST001765,Credit Card,45.25,7.93
CUST001766,PayPal,64.88,15.56
CUST001767,PayPal,48.73,16.6
CUST001768,Credit Card,31.82,6.86
CUST001769,PayPal,45.59,14.76
CUST001770,Credit Card,59.37,19.42
CUST001771,PayPal,50.74,7.89
CUST001772,Debit Card,64.14,18.64
CUST001773,Credit Card,56.92,14.09
CUST001774,Debit Card,48.66,13.86
CUST001775,PayPal,51.36,5.78
CUST001776,Debit Card,56.27,16.22
CUST001777,PayPal,40.92,12.17
CUST001778,Debit Card,51.56,15.82
CUST001779,Debit Card,50.96,17.14
CUST001780,Debit Card,36.73,12.86
CUST001781,Credit Card,29.29,8.95
CUST001782,Debit Card,41.49,7.12
CUST001783,PayPal,47.64,7.41
CUST001784,PayPal,37.72,18.0
CUST001785,Credit Card,40.91,6.85
CUST001786,Credit Card,37.83,10.77
CUST001787,PayPal,37.91,10.01
CUST001788,Debit Card,46.22,17.98
CUST001789,PayPal,32.81,12.17
CUST001790,Credit Card,37.07,19.95
CUST001791,Credit Card,51.03,16.06
CUST001792,PayPal,36.2,17.76
CUST001793,Debit Card,33.31,6.48
CUST001794,Debit Card,42.16,8.8
CUST001795,Credit Card,44.57,7.03
CUST001796,PayPal,34.95,11.95
CUST001797,PayPal,52.01,15.77
CUST001798,Credit Card,35.73,7.54
CUST001799,PayPal,47.15,6.95
CUST001800,Credit Card,35.89,14.22
CUST001801,Debit Card,34.64,8.45
CUST001802,Debit Card,57.75,12.19
CUST001803,PayPal,40.79,5.77
CUST001804,Debit Card,39.32,15.21
CUST001805,Debit Card,52.74,13.12
CUST001806,Credit Card,56.8,14.71
CUST001807,Credit Card,48.65,9.13
CUST001808,PayPal,48.73,9.18
CUST001809,Credit Card,40.24,17.02
CUST001810,PayPal,52.33,15.78
CUST001811,PayPal,39.32,13.7
CUST001812,Credit Card,32.44,14.42
CUST001813,Debit Card,53.32,6.41
CUST001814,Debit Card,39.67,17.84
CUST001815,Debit Card,41.3,16.55
CUST001816,Debit Card,43.13,13.86
CUST001817,PayPal,44.75,18.78
CUST001818,Debit Card,44.46,7.53
CUST001819,PayPal,48.73,15.3
CUST001820,Credit Card,42.63,19.44
CUST001821,Credit Card,35.72,9.65
CUST001822,PayPal,56.15,5.23
CUST001823,Debit Card,42.17,16.02
CUST001824,PayPal,58.5,5.1
CUST001825,Debit Card,50.39,18.09
CUST001826,Debit Card,38.98,5.84
CUST001827,PayPal,55.97,14.79
CUST001828,PayPal,46.16,10.66
CUST001829,Debit Card,48.73,8.05
CUST001830,PayPal,48.03,18.47
CUST001831,Debit Card,49.26,16.19
CUST001832,PayPal,42.73,10.11
CUST001833,Credit Card,44.55,9.26
CUST001834,Debit Card,42.85,16.04
CUST001835,Credit Card,37.3,17.55
CUST001836,PayPal,45.36,15.74
CUST001837,Credit Card,49.66,14.6
CUST001838,PayPal,59.46,8.42
CUST001839,Debit Card,35.25,17.79
CUST001840,PayPal,62.79,16.24
CUST001841,PayPal,47.87,12.76
CUST001842,Debit Card,34.38,12.67
CUST001843,PayPal,38.1,13.54
CUST001844,Debit Card,45.4,17.42
CUST001845,PayPal,39.61,16.13
CUST001846,Debit Card,33.08,17.84
CUST001847,Credit Card,31.37,12.61
CUST001848,PayPal,46.71,14.37
CUST001849,PayPal,43.27,17.82
CUST001850,PayPal,39.36,8.48
CUST001851,Debit Card,50.44,11.66
CUST001852,PayPal,49.87,14.31
CUST001853,Debit Card,45.31,18.73
CUST001854,PayPal,38.25,5.24
CUST001855,Credit Card,45.03,8.19
CUST001856,PayPal,56.22,8.52
CUST001857,Credit Card,50.42,9.9
CUST001858,Debit Card,53.01,9.23
CUST001859,Credit Card,35.78,13.85
CUST001860,PayPal,51.66,18.28
CUST001861,PayPal,45.36,14.55
CUST001862,Debit Card,29.4,8.62
CUST001863,PayPal,42.64,17.96
CUST001864,PayPal,40.95,14.48
CUST001865,Debit Card,62.55,8.28
CUST001866,Debit Card,31.09,10.42
CUST001867,Credit Card,42.7,16.85
CUST001868,Debit Card,27.62,16.08
CUST001869,PayPal,47.56,13.65
CUST001870,Debit Card,47.22,7.17
CUST001871,PayPal,44.69,17.05
CUST001872,Credit Card,46.71,9.61
CUST001873,Debit Card,50.31,16.57
CUST001874,PayPal,41.73,14.71
CUST001875,Debit Card,50.78,8.96
CUST001876,Debit Card,52.36,8.19
CUST001877,Debit Card,41.44,6.96
CUST001878,Debit Card,48.92,8.63
CUST001879,Credit Card,31.88,7.37
CUST001880,PayPal,41.16,14.26
CUST001881,Debit Card,54.61,13.98
CUST001882,PayPal,48.4,13.79
CUST001883,Credit Card,44.13,14.63
CUST001884,PayPal,38.02,17.22
CUST001885,PayPal,66.49,18.7
CUST001886,Credit Card,40.02,8.46
CUST001887,Debit Card,33.11,13.82
CUST001888,PayPal,33.74,6.18
CUST001889,PayPal,45.56,6.8
CUST001890,Debit Card,41.92,14.82
CUST001891,Debit Card,43.16,12.3
CUST001892,PayPal,43.23,16.37
CUST001893,Credit Card,50.68,11.39
CUST001894,Debit Card,43.84,6.91
CUST001895,Debit Card,32.81,18.08
CUST001896,Credit Card,36.62,6.24
CUST001897,PayPal,41.31,7.83
CUST001898,Debit Card,46.46,9.15
CUST001899,PayPal,51.71,19.93
CUST001900,PayPal,52.4,11.25
CUST001901,PayPal,30.08,12.53
CUST001902,Credit Card,46.99,16.55
CUST001903,PayPal,60.61,14.55
CUST001904,PayPal,66.47,17.62
CUST001905,Debit Card,61.5,12.3
CUST001906,Debit Card,47.57,19.58
CUST001907,Credit Card,38.86,16.95
CUST001908,Credit Card,41.96,11.02
CUST001909,Debit Card,40.28,10.72
CUST001910,Debit Card,45.54,18.94
CUST001911,Credit Card,49.44,15.27
CUST001912,PayPal,59.57,14.32
CUST001913,Credit Card,42.86,16.37
CUST001914,PayPal,52.6,13.41
CUST001915,Debit Card,50.94,7.39
CUST001916,Debit Card,52.09,9.79
CUST001917,Debit Card,54.66,13.37
CUST001918,PayPal,62.46,5.27
CUST001919,Credit Card,38.29,11.56
CUST001920,PayPal,42.83,16.34
CUST001921,Credit Card,37.72,7.46
CUST001922,Credit Card,36.39,5.97
CUST001923,Credit Card,67.7,17.54
CUST001924,Debit Card,53.92,14.26
CUST001925,Credit Card,48.89,7.65
CUST001926,Debit Card,37.55,17.09
CUST001927,Credit Card,58.07,14.87
CUST001928,Credit Card,44.43,10.01
CUST001929,Debit Card,46.5,10.64
CUST001930,Debit Card,35.36,7.34
CUST001931,PayPal,45.8,17.53
CUST001932,Credit Card,34.15,12.64
CUST001933,Debit Card,32.76,13.36
CUST001934,PayPal,57.49,18.25
CUST001935,PayPal,39.73,5.24
CUST001936,Debit Card,102.44,6.0
CUST001937,Credit Card,28.39,7.42
CUST001938,PayPal,47.21,5.45
CUST001939,Credit Card,53.42,14.87
CUST001940,Credit Card,64.98,14.51
CUST001941,PayPal,33.6,8.16
CUST001942,Debit Card,49.13,7.24
CUST001943,Credit Card,43.72,7.19
CUST001944,Debit Card,38.3,19.3
CUST001945,PayPal,49.48,15.4
CUST001946,Credit Card,60.25,13.78
CUST001947,Debit Card,64.23,9.84
CUST001948,Debit Card,46.72,11.5
CUST001949,Credit Card,31.47,6.34
CUST001950,Debit Card,58.58,19.97
CUST001951,Debit Card,48.75,16.33
CUST001952,PayPal,54.98,14.32
CUST001953,PayPal,37.68,13.82
CUST001954,Debit Card,42.87,12.56
CUST001955,Debit Card,55.6,8.86
CUST001956,Credit Card,48.84,8.4
CUST001957,PayPal,39.69,13.24
CUST001958,Credit Card,58.65,6.05
CUST001959,Debit Card,40.7,6.12
CUST001960,Credit Card,47.4,13.41
CUST001961,Debit Card,45.73,18.8
CUST001962,PayPal,69.08,18.71
CUST001963,PayPal,44.69,5.16
CUST001964,Debit Card,49.25,6.61
CUST001965,PayPal,58.32,13.75
CUST001966,Debit Card,47.45,17.73
CUST001967,Credit Card,45.16,19.32
CUST001968,Debit Card,52.96,17.91
CUST001969,Credit Card,56.11,15.16
CUST001970,Debit Card,39.65,8.01
CUST001971,PayPal,46.88,6.09
CUST001972,Debit Card,35.59,5.71
CUST001973,Debit Card,55.91,14.18
CUST001974,Debit Card,27.27,5.54
CUST001975,PayPal,49.64,16.09
CUST001976,Debit Card,51.2,15.69
CUST001977,PayPal,39.54,6.19
CUST001978,Debit Card,55.74,18.6
CUST001979,Credit Card,60.92,12.83
CUST001980,Debit Card,42.0,18.57
CUST001981,Credit Card,51.56,18.52
CUST001982,PayPal,56.34,7.96
CUST001983,PayPal,43.0,10.71
CUST001984,Debit Card,32.35,7.02
CUST001985,PayPal,55.11,16.62
CUST001986,Debit Card,50.38,12.56
CUST001987,PayPal,47.73,18.93
CUST001988,Credit Card,49.05,8.12
CUST001989,PayPal,53.0,15.33
CUST001990,Credit Card,42.66,19.84
CUST001991,Debit Card,34.28,14.98
CUST001992,Debit Card,30.28,6.03
CUST001993,Debit Card,40.83,13.83
CUST001994,Credit Card,55.98,7.7
CUST001995,Debit Card,63.44,5.46
CUST001996,Debit Card,45.82,10.02
CUST001997,Credit Card,31.69,8.99
CUST001998,PayPal,43.89,16.83
CUST001999,Debit Card,52.86,10.61
CUST002000,PayPal,54.45,15.99
CUST002001,PayPal,43.74,5.24
CUST002002,Debit Card,33.36,5.22
CUST002003,Debit Card,34.61,5.44
CUST002004,Credit Card,36.18,8.29
CUST002005,Credit Card,31.42,10.61
CUST002006,Debit Card,43.62,14.12
CUST002007,PayPal,57.42,19.79
CUST002008,Credit Card,49.47,10.32
CUST002009,Credit Card,24.82,5.83
CUST002010,Debit Card,46.01,7.92
CUST002011,Debit Card,51.35,18.47
CUST002012,Debit Card,35.06,15.49
CUST002013,Debit Card,37.29,16.85
CUST002014,Credit Card,58.35,6.86
CUST002015,Credit Card,46.54,7.02
CUST002016,Credit Card,44.5,6.68
CUST002017,PayPal,43.34,17.86
CUST002018,Credit Card,51.21,8.15
CUST002019,Credit Card,63.58,14.65
CUST002020,Debit Card,41.03,12.74
CUST002021,Credit Card,31.07,13.17
CUST002022,Credit Card,35.06,7.93
CUST002023,Credit Card,36.75,14.53
CUST002024,Debit Card,40.35,5.65
CUST002025,Credit Card,46.74,19.9
CUST002026,Credit Card,49.45,5.4
CUST002027,PayPal,24.55,5.75
CUST002028,PayPal,40.79,9.87
CUST002029,PayPal,50.55,17.47
CUST002030,PayPal,46.11,8.86
CUST002031,Debit Card,36.54,12.08
CUST002032,PayPal,46.64,5.27
CUST002033,Credit Card,44.76,6.18
CUST002034,PayPal,63.41,14.12
CUST002035,Debit Card,46.43,7.92
CUST002036,PayPal,46.67,15.41
CUST002037,PayPal,59.01,16.78
CUST002038,Debit Card,49.49,17.76
CUST002039,Debit Card,29.09,7.01
CUST002040,Debit Card,55.6,11.83
CUST002041,Debit Card,46.23,19.21
CUST002042,Debit Card,45.78,16.58
CUST002043,Debit Card,42.71,6.75
CUST002044,Credit Card,50.37,12.54
CUST002045,PayPal,42.48,18.84
CUST002046,PayPal,50.39,11.6
CUST002047,Debit Card,31.6,17.56
CUST002048,Debit Card,64.29,12.44
CUST002049,Credit Card,28.58,6.6
CUST002050,Credit Card,40.61,7.22
CUST002051,Debit Card,34.08,5.7
CUST002052,Credit Card,49.07,7.93
CUST002053,Credit Card,43.42,18.4
CUST002054,Debit Card,43.26,14.75
CUST002055,Debit Card,54.94,16.08
CUST002056,Debit Card,54.43,14.32
CUST002057,Debit Card,51.2,10.8
CUST002058,PayPal,47.1,8.25
CUST002059,PayPal,48.45,18.88
CUST002060,Debit Card,39.75,12.72
CUST002061,Credit Card,51.86,12.22
CUST002062,Debit Card,58.25,19.94
CUST002063,PayPal,34.46,10.76
CUST002064,Credit Card,61.34,17.81
CUST002065,PayPal,59.78,17.94
CUST002066,Debit Card,47.27,8.49
CUST002067,PayPal,33.06,6.42
CUST002068,PayPal,50.96,19.63
CUST002069,PayPal,47.43,11.39
CUST002070,Credit Card,60.6,5.03
CUST002071,PayPal,59.55,12.49
CUST002072,Credit Card,49.08,14.29
CUST002073,Debit Card,69.84,16.64
CUST002074,Debit Card,37.45,19.14
CUST002075,PayPal,48.03,18.73
CUST002076,Credit Card,37.44,19.1
CUST002077,Debit Card,49.64,5.48
CUST002078,Credit Card,49.74,15.68
CUST002079,Credit Card,57.35,8.39
CUST002080,PayPal,40.05,7.81
CUST002081,PayPal,36.27,17.0
CUST002082,Credit Card,39.33,11.26
CUST002083,Credit Card,55.49,18.75
CUST002084,PayPal,41.61,5.64
CUST002085,Credit Card,53.29,17.03
CUST002086,PayPal,36.78,7.05
CUST002087,Credit Card,51.06,7.65
CUST002088,PayPal,31.83,12.16
CUST002089,Credit Card,49.24,10.93
CUST002090,PayPal,41.82,12.29
CUST002091,Credit Card,54.36,19.1
CUST002092,Debit Card,42.77,14.86
CUST002093,Debit Card,53.31,9.35
CUST002094,Credit Card,55.98,7.59
CUST002095,Debit Card,59.34,11.3
CUST002096,Credit Card,54.86,11.77
CUST002097,Credit Card,44.08,14.02
CUST002098,Debit Card,47.69,8.99
CUST002099,Credit Card,36.42,16.51
CUST002100,PayPal,52.02,6.48
CUST002101,Credit Card,56.4,13.41
CUST002102,Credit Card,37.29,14.35
CUST002103,Debit Card,39.76,8.1
CUST002104,PayPal,50.13,17.39
CUST002105,Credit Card,35.33,14.23
CUST002106,Credit Card,37.13,14.69
CUST002107,Credit Card,55.43,12.47
CUST002108,Credit Card,44.47,18.64
CUST002109,Credit Card,62.91,15.41
CUST002110,Credit Card,37.3,10.73
CUST002111,PayPal,44.99,8.58
CUST002112,PayPal,55.24,6.07
CUST002113,Credit Card,47.5,7.48
CUST002114,Credit Card,40.98,19.89
CUST002115,Debit Card,40.7,11.1
CUST002116,PayPal,38.33,18.48
CUST002117,PayPal,42.58,7.56
CUST002118,Credit Card,27.83,11.38
CUST002119,PayPal,45.95,19.41
CUST002120,PayPal,42.08,6.37
CUST002121,Debit Card,57.64,13.91
CUST002122,Debit Card,51.36,18.79
CUST002123,PayPal,54.27,19.25
CUST002124,PayPal,44.9,17.69
CUST002125,PayPal,51.13,17.84
CUST002126,Credit Card,56.55,14.78
CUST002127,Debit Card,42.17,8.31
CUST002128,Credit Card,37.51,15.96
CUST002129,Debit Card,55.91,19.68
